section,type,field,party,candidate,got,expected,comment
020400183,preferences,candidate,24,103,MISSING,total=1 paper=0 machine=1,missing_data
020400183,preferences,candidate,24,104,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,24,105,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,24,106,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,24,107,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,24,Без,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,25,101,MISSING,total=1 paper=1 machine=0,missing_data
020400183,preferences,candidate,25,102,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,25,103,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,25,104,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,25,105,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,25,106,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,25,107,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,25,108,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,25,109,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,25,110,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,25,111,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,25,112,MISSING,total=2 paper=2 machine=0,missing_data
020400183,preferences,candidate,25,113,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,25,114,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,25,115,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,25,116,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,25,Без,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,26,101,MISSING,total=6 paper=4 machine=2,missing_data
020400183,preferences,candidate,26,102,MISSING,total=6 paper=4 machine=2,missing_data
020400183,preferences,candidate,26,103,MISSING,total=1 paper=0 machine=1,missing_data
020400183,preferences,candidate,26,104,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,26,105,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,26,106,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,26,107,MISSING,total=1 paper=1 machine=0,missing_data
020400183,preferences,candidate,26,108,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,26,109,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,26,110,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,26,111,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,26,112,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,26,113,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,26,114,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,26,115,MISSING,total=1 paper=0 machine=1,missing_data
020400183,preferences,candidate,26,116,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,26,117,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,26,118,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,26,119,MISSING,total=1 paper=1 machine=0,missing_data
020400183,preferences,candidate,26,120,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,26,Без,MISSING,total=10 paper=7 machine=3,missing_data
020400183,preferences,candidate,27,Без,total=0 paper=0 machine=0,total=2 paper=2 machine=0,likely_ocr: value missed (read as 0/empty)
020400183,preferences,candidate,28,101,total=0 paper=0 machine=0,total=1 paper=1 machine=0,likely_ocr: value missed (read as 0/empty)
020400183,preferences,candidate,28,102,total=0 paper=0 machine=0,total=1 paper=1 machine=0,likely_ocr: value missed (read as 0/empty)
020400183,preferences,candidate,28,122,total=0 paper=0 machine=0,total=1 paper=0 machine=1,likely_ocr: value missed (read as 0/empty)
020400183,preferences,candidate,28,123,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,28,124,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,28,125,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,28,126,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,28,127,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,28,128,MISSING,total=0 paper=0 machine=0,missing_data
020400183,preferences,candidate,28,Без,total=0 paper=0 machine=0,total=11 paper=7 machine=4,likely_ocr: value missed (read as 0/empty)
030603396,protocol,unused_ballots,,,426215,415,unknown: large difference
030603396,protocol,valid_votes_paper,,,46,76,likely_ocr: single digit differs
030603396,protocol,machine_ballots,,,0,99,likely_ocr: value missed (read as 0/empty)
030603396,protocol,no_support_machine,,,0,2,likely_ocr: value missed (read as 0/empty)
030603396,protocol,valid_votes_machine,,,94,97,likely_ocr: single digit differs
030603396,preferences,candidate,1,113,total=2 paper=2 machine=0,EXTRA,extra_data
030603396,preferences,candidate,1,115,total=113 paper=113 machine=0,EXTRA,extra_data
030603396,preferences,candidate,1,116,total=114 paper=114 machine=0,EXTRA,extra_data
030603396,preferences,candidate,1,117,total=115 paper=115 machine=0,EXTRA,extra_data
030603396,preferences,candidate,1,118,total=116 paper=116 machine=0,EXTRA,extra_data
030603396,preferences,candidate,1,119,total=117 paper=117 machine=0,EXTRA,extra_data
030603396,preferences,candidate,1,120,total=118 paper=118 machine=0,EXTRA,extra_data
030603396,preferences,candidate,1,121,total=119 paper=119 machine=0,EXTRA,extra_data
030603396,preferences,candidate,1,122,total=120 paper=120 machine=0,EXTRA,extra_data
030603396,preferences,candidate,1,Без,total=0 paper=0 machine=0,total=1 paper=0 machine=1,likely_ocr: value missed (read as 0/empty)
030603396,preferences,candidate,2,109,total=0 paper=0 machine=0,total=1 paper=0 machine=1,likely_ocr: value missed (read as 0/empty)
030603396,preferences,candidate,2,Без,total=0 paper=0 machine=0,total=1 paper=0 machine=1,likely_ocr: value missed (read as 0/empty)
030603396,preferences,candidate,3,113,total=4 paper=4 machine=0,EXTRA,extra_data
030603396,preferences,candidate,3,115,total=113 paper=113 machine=0,EXTRA,extra_data
030603396,preferences,candidate,3,116,total=114 paper=114 machine=0,EXTRA,extra_data
030603396,preferences,candidate,3,117,total=115 paper=115 machine=0,EXTRA,extra_data
030603396,preferences,candidate,3,118,total=116 paper=116 machine=0,EXTRA,extra_data
030603396,preferences,candidate,3,119,total=117 paper=117 machine=0,EXTRA,extra_data
030603396,preferences,candidate,3,120,total=118 paper=118 machine=0,EXTRA,extra_data
030603396,preferences,candidate,3,121,total=119 paper=119 machine=0,EXTRA,extra_data
030603396,preferences,candidate,3,122,total=120 paper=120 machine=0,EXTRA,extra_data
030603396,preferences,candidate,4,101,total=0 paper=0 machine=0,total=2 paper=1 machine=1,likely_ocr: value missed (read as 0/empty)
030603396,preferences,candidate,4,108,total=0 paper=0 machine=0,total=1 paper=1 machine=0,likely_ocr: value missed (read as 0/empty)
030603396,preferences,candidate,4,Без,total=0 paper=0 machine=0,total=9 paper=4 machine=5,likely_ocr: value missed (read as 0/empty)
030603396,preferences,candidate,7,101,total=1 paper=1 machine=0,total=3 paper=1 machine=2,likely_ocr: single digit differs
030603396,preferences,candidate,7,109,total=0 paper=0 machine=0,total=1 paper=1 machine=0,likely_ocr: value missed (read as 0/empty)
030603396,preferences,candidate,7,122,total=0 paper=0 machine=0,total=1 paper=1 machine=0,likely_ocr: value missed (read as 0/empty)
030603396,preferences,candidate,7,123,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,7,Без,total=0 paper=0 machine=0,total=9 paper=5 machine=4,likely_ocr: value missed (read as 0/empty)
030603396,preferences,candidate,8,102,total=1 paper=1 machine=0,total=0 paper=0 machine=0,likely_ocr: phantom value (should be 0)
030603396,preferences,candidate,8,103,total=0 paper=0 machine=0,total=1 paper=1 machine=0,likely_ocr: value missed (read as 0/empty)
030603396,preferences,candidate,8,104,total=1 paper=1 machine=0,total=0 paper=0 machine=0,likely_ocr: phantom value (should be 0)
030603396,preferences,candidate,8,106,total=0 paper=0 machine=0,total=2 paper=1 machine=1,likely_ocr: value missed (read as 0/empty)
030603396,preferences,candidate,8,107,total=0 paper=0 machine=0,total=1 paper=0 machine=1,likely_ocr: value missed (read as 0/empty)
030603396,preferences,candidate,8,120,total=0 paper=0 machine=0,total=1 paper=0 machine=1,likely_ocr: value missed (read as 0/empty)
030603396,preferences,candidate,8,123,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,8,124,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,8,125,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,8,126,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,8,127,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,8,128,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,8,129,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,8,130,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,8,131,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,8,Без,total=0 paper=0 machine=0,total=1 paper=1 machine=0,likely_ocr: value missed (read as 0/empty)
030603396,preferences,candidate,12,101,total=4 paper=4 machine=0,total=18 paper=7 machine=11,unknown_cause
030603396,preferences,candidate,12,116,total=0 paper=0 machine=0,total=1 paper=1 machine=0,likely_ocr: value missed (read as 0/empty)
030603396,preferences,candidate,12,123,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,12,124,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,12,125,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,12,126,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,12,127,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,12,128,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,12,129,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,12,130,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,12,131,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,12,132,MISSING,total=1 paper=0 machine=1,missing_data
030603396,preferences,candidate,12,Без,total=0 paper=0 machine=0,total=11 paper=3 machine=8,likely_ocr: value missed (read as 0/empty)
030603396,preferences,candidate,13,104,total=0 paper=0 machine=0,total=2 paper=0 machine=2,likely_ocr: value missed (read as 0/empty)
030603396,preferences,candidate,13,111,total=0 paper=0 machine=0,total=1 paper=1 machine=0,likely_ocr: value missed (read as 0/empty)
030603396,preferences,candidate,13,123,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,13,124,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,13,Без,total=0 paper=0 machine=0,total=1 paper=1 machine=0,likely_ocr: value missed (read as 0/empty)
030603396,preferences,candidate,17,101,total=0 paper=0 machine=0,total=1 paper=0 machine=1,likely_ocr: value missed (read as 0/empty)
030603396,preferences,candidate,17,104,total=0 paper=0 machine=0,total=1 paper=0 machine=1,likely_ocr: value missed (read as 0/empty)
030603396,preferences,candidate,17,Без,total=0 paper=0 machine=0,total=2 paper=0 machine=2,likely_ocr: value missed (read as 0/empty)
030603396,preferences,candidate,18,104,total=0 paper=0 machine=0,total=1 paper=0 machine=1,likely_ocr: value missed (read as 0/empty)
030603396,preferences,candidate,18,107,total=2 paper=2 machine=0,total=9 paper=2 machine=7,likely_ocr: single digit differs
030603396,preferences,candidate,18,108,total=0 paper=0 machine=0,total=1 paper=0 machine=1,likely_ocr: value missed (read as 0/empty)
030603396,preferences,candidate,18,110,total=0 paper=0 machine=0,total=1 paper=1 machine=0,likely_ocr: value missed (read as 0/empty)
030603396,preferences,candidate,18,118,total=0 paper=0 machine=0,total=1 paper=1 machine=0,likely_ocr: value missed (read as 0/empty)
030603396,preferences,candidate,18,120,total=9 paper=9 machine=0,total=14 paper=9 machine=5,unknown_cause
030603396,preferences,candidate,18,123,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,18,124,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,18,125,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,18,126,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,18,127,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,18,128,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,18,129,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,18,130,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,18,131,MISSING,total=2 paper=2 machine=0,missing_data
030603396,preferences,candidate,18,132,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,18,Без,total=0 paper=0 machine=0,total=18 paper=13 machine=5,likely_ocr: value missed (read as 0/empty)
030603396,preferences,candidate,26,101,MISSING,total=5 paper=2 machine=3,missing_data
030603396,preferences,candidate,26,102,MISSING,total=2 paper=0 machine=2,missing_data
030603396,preferences,candidate,26,103,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,26,104,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,26,105,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,26,106,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,26,107,MISSING,total=8 paper=0 machine=8,missing_data
030603396,preferences,candidate,26,108,MISSING,total=1 paper=0 machine=1,missing_data
030603396,preferences,candidate,26,109,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,26,110,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,26,111,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,26,112,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,26,113,MISSING,total=1 paper=0 machine=1,missing_data
030603396,preferences,candidate,26,114,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,26,115,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,26,116,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,26,117,MISSING,total=1 paper=0 machine=1,missing_data
030603396,preferences,candidate,26,118,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,26,119,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,26,120,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,26,121,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,26,122,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,26,123,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,26,124,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,26,125,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,26,126,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,26,127,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,26,128,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,26,129,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,26,130,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,26,131,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,26,132,MISSING,total=1 paper=0 machine=1,missing_data
030603396,preferences,candidate,26,Без,MISSING,total=10 paper=2 machine=8,missing_data
030603396,preferences,candidate,28,101,total=1 paper=0 machine=1,total=3 paper=2 machine=1,likely_ocr: single digit differs
030603396,preferences,candidate,28,111,total=0 paper=0 machine=0,total=1 paper=1 machine=0,likely_ocr: value missed (read as 0/empty)
030603396,preferences,candidate,28,123,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,28,124,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,28,125,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,28,126,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,28,127,MISSING,total=0 paper=0 machine=0,missing_data
030603396,preferences,candidate,28,Без,total=0 paper=0 machine=0,total=5 paper=3 machine=2,likely_ocr: value missed (read as 0/empty)
040600010,protocol,machine_ballots,,,2,98,unknown_cause
040600010,protocol,no_support_machine,,,,4,non_numeric
040600010,preferences,candidate,4,109,total=2 paper=2 machine=0,total=0 paper=0 machine=0,likely_ocr: phantom value (should be 0)
040600010,preferences,candidate,4,110,total=0 paper=0 machine=0,total=2 paper=2 machine=0,likely_ocr: value missed (read as 0/empty)
040600010,preferences,candidate,4,Без,total=3 paper=0 machine=3,total=10 paper=7 machine=3,unknown_cause
040600010,preferences,candidate,7,Без,total=3 paper=0 machine=3,total=7 paper=4 machine=3,likely_ocr: single digit differs
040600010,preferences,candidate,10,Без,total=0 paper=0 machine=0,total=1 paper=1 machine=0,likely_ocr: value missed (read as 0/empty)
040600010,preferences,candidate,12,Без,total=14 paper=14 machine=0,total=26 paper=14 machine=12,unknown_cause
040600010,preferences,candidate,16,105,total=4 paper=0 machine=4,total=0 paper=0 machine=0,likely_ocr: phantom value (should be 0)
040600010,preferences,candidate,16,Без,total=0 paper=0 machine=0,total=4 paper=0 machine=4,likely_ocr: value missed (read as 0/empty)
040600010,preferences,candidate,17,Без,total=4 paper=4 machine=0,total=7 paper=4 machine=3,likely_ocr: single digit differs
040600010,preferences,candidate,18,Без,total=19 paper=19 machine=0,total=21 paper=19 machine=2,possible_ocr: small difference
040600010,preferences,candidate,22,Без,total=0 paper=0 machine=0,total=1 paper=0 machine=1,likely_ocr: value missed (read as 0/empty)
040600010,preferences,candidate,25,105,total=1 paper=1 machine=0,total=0 paper=0 machine=0,likely_ocr: phantom value (should be 0)
040600010,preferences,candidate,25,Без,total=0 paper=0 machine=0,total=2 paper=1 machine=1,likely_ocr: value missed (read as 0/empty)
040600010,preferences,candidate,26,Без,total=0 paper=0 machine=0,total=17 paper=6 machine=11,likely_ocr: value missed (read as 0/empty)
040600010,preferences,candidate,27,Без,total=0 paper=0 machine=0,total=1 paper=0 machine=1,likely_ocr: value missed (read as 0/empty)
040600010,preferences,candidate,28,Без,total=8 paper=8 machine=0,total=15 paper=8 machine=7,unknown_cause
050900094,protocol,valid_votes_paper,,,0,106,likely_ocr: value missed (read as 0/empty)
050900094,votes,party_votes,18,,total=24 paper=24 machine=0,total=27 paper=24 machine=3,possible_ocr: small difference
050900094,votes,party_votes,22,,total=0 paper=0 machine=0,total=9 paper=5 machine=4,likely_ocr: value missed (read as 0/empty)
050900094,votes,party_votes,23,,total=0 paper=0 machine=0,total=1 paper=1 machine=0,likely_ocr: value missed (read as 0/empty)
050900094,votes,party_votes,26,,total=0 paper=0 machine=0,total=17 paper=6 machine=11,likely_ocr: value missed (read as 0/empty)
050900094,votes,party_votes,27,,total=0 paper=0 machine=0,total=1 paper=0 machine=1,
050900094,votes,party_votes,28,,total=0 paper=0 machine=0,total=13 paper=10 machine=3,likely_ocr: value missed (read as 0/empty)
050900094,preferences,candidate,18,101,total=0 paper=0 machine=0,total=3 paper=2 machine=1,likely_ocr: value missed (read as 0/empty)
050900094,preferences,candidate,18,102,total=0 paper=0 machine=0,total=3 paper=3 machine=0,likely_ocr: value missed (read as 0/empty)
050900094,preferences,candidate,18,103,total=3 paper=2 machine=1,total=0 paper=0 machine=0,likely_ocr: phantom value (should be 0)
050900094,preferences,candidate,18,104,total=3 paper=3 machine=0,total=0 paper=0 machine=0,likely_ocr: phantom value (should be 0)
050900094,preferences,candidate,18,105,total=0 paper=0 machine=0,total=1 paper=0 machine=1,likely_ocr: value missed (read as 0/empty)
050900094,preferences,candidate,18,107,total=1 paper=0 machine=1,total=0 paper=0 machine=0,likely_ocr: phantom value (should be 0)
050900094,preferences,candidate,18,Без,total=0 paper=0 machine=0,total=20 paper=19 machine=1,likely_ocr: value missed (read as 0/empty)
050900094,preferences,candidate,22,101,total=0 paper=0 machine=0,total=2 paper=1 machine=1,likely_ocr: value missed (read as 0/empty)
050900094,preferences,candidate,22,103,total=2 paper=1 machine=1,total=0 paper=0 machine=0,likely_ocr: phantom value (should be 0)
050900094,preferences,candidate,22,Без,total=0 paper=0 machine=0,total=7 paper=4 machine=3,likely_ocr: value missed (read as 0/empty)
050900094,preferences,candidate,23,Без,total=0 paper=0 machine=0,total=1 paper=1 machine=0,likely_ocr: value missed (read as 0/empty)
050900094,preferences,candidate,26,101,total=0 paper=0 machine=0,total=4 paper=2 machine=2,likely_ocr: value missed (read as 0/empty)
050900094,preferences,candidate,26,103,total=4 paper=2 machine=2,total=0 paper=0 machine=0,likely_ocr: phantom value (should be 0)
050900094,preferences,candidate,26,106,total=0 paper=0 machine=0,total=5 paper=2 machine=3,likely_ocr: value missed (read as 0/empty)
050900094,preferences,candidate,26,108,total=5 paper=2 machine=3,total=0 paper=0 machine=0,likely_ocr: phantom value (should be 0)
050900094,preferences,candidate,26,Без,total=0 paper=0 machine=0,total=8 paper=2 machine=6,likely_ocr: value missed (read as 0/empty)
050900094,preferences,candidate,27,Без,total=0 paper=0 machine=0,total=1 paper=0 machine=1,likely_ocr: value missed (read as 0/empty)
050900094,preferences,candidate,28,101,total=0 paper=0 machine=0,total=1 paper=0 machine=1,likely_ocr: value missed (read as 0/empty)
050900094,preferences,candidate,28,102,total=0 paper=0 machine=0,total=1 paper=1 machine=0,likely_ocr: value missed (read as 0/empty)
050900094,preferences,candidate,28,103,total=1 paper=0 machine=1,total=0 paper=0 machine=0,likely_ocr: phantom value (should be 0)
050900094,preferences,candidate,28,104,total=1 paper=1 machine=0,total=0 paper=0 machine=0,likely_ocr: phantom value (should be 0)
050900094,preferences,candidate,28,108,total=0 paper=0 machine=0,total=1 paper=1 machine=0,likely_ocr: value missed (read as 0/empty)
050900094,preferences,candidate,28,Без,total=0 paper=0 machine=0,total=10 paper=8 machine=2,likely_ocr: value missed (read as 0/empty)
061000079,preferences,candidate,4,Без,total=0 paper=0 machine=0,total=3 paper=3 machine=0,likely_ocr: value missed (read as 0/empty)
061000079,preferences,candidate,7,Без,total=0 paper=0 machine=0,total=14 paper=14 machine=0,likely_ocr: value missed (read as 0/empty)
061000079,preferences,candidate,8,Без,total=0 paper=0 machine=0,total=2 paper=2 machine=0,likely_ocr: value missed (read as 0/empty)
061000079,preferences,candidate,10,Без,total=0 paper=0 machine=0,total=1 paper=1 machine=0,likely_ocr: value missed (read as 0/empty)
061000079,preferences,candidate,11,Без,total=0 paper=0 machine=0,total=1 paper=1 machine=0,likely_ocr: value missed (read as 0/empty)
061000079,preferences,candidate,12,Без,total=0 paper=0 machine=0,total=19 paper=19 machine=0,likely_ocr: value missed (read as 0/empty)
061000079,preferences,candidate,14,Без,total=0 paper=0 machine=0,total=1 paper=1 machine=0,likely_ocr: value missed (read as 0/empty)
061000079,preferences,candidate,17,Без,total=0 paper=0 machine=0,total=7 paper=7 machine=0,likely_ocr: value missed (read as 0/empty)
061000079,preferences,candidate,18,Без,total=0 paper=0 machine=0,total=23 paper=23 machine=0,likely_ocr: value missed (read as 0/empty)
061000079,preferences,candidate,21,Без,total=0 paper=0 machine=0,total=1 paper=1 machine=0,likely_ocr: value missed (read as 0/empty)
061000079,preferences,candidate,26,Без,total=0 paper=0 machine=0,total=5 paper=5 machine=0,likely_ocr: value missed (read as 0/empty)
061000079,preferences,candidate,28,Без,total=0 paper=0 machine=0,total=6 paper=6 machine=0,likely_ocr: value missed (read as 0/empty)
080300001,protocol,machine_ballots,,,0,195,likely_ocr: value missed (read as 0/empty)
080300001,protocol,no_support_machine,,,0,5,likely_ocr: value missed (read as 0/empty)
080300001,preferences,candidate,17,101,total=0 paper=0 machine=0,total=1 paper=1 machine=0,likely_ocr: value missed (read as 0/empty)
080300001,preferences,candidate,17,102,total=0 paper=0 machine=0,total=3 paper=2 machine=1,likely_ocr: value missed (read as 0/empty)
080300001,preferences,candidate,17,103,total=2 paper=1 machine=1,total=1 paper=0 machine=1,likely_ocr: single digit differs
080300001,preferences,candidate,17,104,total=3 paper=2 machine=1,total=0 paper=0 machine=0,likely_ocr: phantom value (should be 0)
080300001,preferences,candidate,17,Без,total=0 paper=0 machine=0,total=8 paper=3 machine=5,likely_ocr: value missed (read as 0/empty)
080300001,preferences,candidate,18,101,total=0 paper=0 machine=0,total=20 paper=8 machine=12,likely_ocr: value missed (read as 0/empty)
080300001,preferences,candidate,18,102,total=12 paper=0 machine=12,total=12 paper=11 machine=1,possible_ocr: small difference
080300001,preferences,candidate,18,103,total=9 paper=8 machine=1,total=30 paper=18 machine=12,unknown_cause
080300001,preferences,candidate,18,104,total=23 paper=11 machine=12,total=2 paper=0 machine=2,unknown: large difference
080300001,preferences,candidate,18,105,total=20 paper=18 machine=2,total=9 paper=6 machine=3,unknown_cause
080300001,preferences,candidate,18,106,total=3 paper=0 machine=3,total=0 paper=0 machine=0,likely_ocr: phantom value (should be 0)
080300001,preferences,candidate,18,107,total=6 paper=6 machine=0,total=0 paper=0 machine=0,likely_ocr: phantom value (should be 0)
080300001,preferences,candidate,18,108,total=0 paper=0 machine=0,total=1 paper=1 machine=0,likely_ocr: value missed (read as 0/empty)
080300001,preferences,candidate,18,110,total=1 paper=1 machine=0,total=2 paper=0 machine=2,likely_ocr: single digit differs
080300001,preferences,candidate,18,Без,total=2 paper=0 machine=2,total=57 paper=37 machine=20,unknown_cause
080300001,preferences,candidate,19,Без,total=0 paper=0 machine=0,total=2 paper=2 machine=0,likely_ocr: value missed (read as 0/empty)
080300001,preferences,candidate,21,103,total=0 paper=0 machine=0,total=1 paper=0 machine=1,likely_ocr: value missed (read as 0/empty)
080300001,preferences,candidate,21,104,total=1 paper=0 machine=1,total=0 paper=0 machine=0,likely_ocr: phantom value (should be 0)
080300001,preferences,candidate,21,Без,total=0 paper=0 machine=0,total=1 paper=0 machine=1,likely_ocr: value missed (read as 0/empty)
080300001,preferences,candidate,26,101,total=0 paper=0 machine=0,total=6 paper=0 machine=6,likely_ocr: value missed (read as 0/empty)
080300001,preferences,candidate,26,102,total=6 paper=0 machine=6,total=2 paper=1 machine=1,likely_ocr: single digit differs
080300001,preferences,candidate,26,103,total=1 paper=0 machine=1,total=4 paper=1 machine=3,high_prob_ocr: single digit confusion
080300001,preferences,candidate,26,104,total=4 paper=1 machine=3,total=4 paper=0 machine=4,possible_ocr: small difference
080300001,preferences,candidate,26,105,total=5 paper=1 machine=4,total=4 paper=0 machine=4,likely_ocr: single digit differs
080300001,preferences,candidate,26,106,total=4 paper=0 machine=4,total=5 paper=0 machine=5,likely_ocr: single digit differs
080300001,preferences,candidate,26,107,total=5 paper=0 machine=5,total=4 paper=0 machine=4,likely_ocr: single digit differs
080300001,preferences,candidate,26,108,total=4 paper=0 machine=4,total=1 paper=0 machine=1,high_prob_ocr: single digit confusion
080300001,preferences,candidate,26,110,total=1 paper=0 machine=1,total=9 paper=1 machine=8,likely_ocr: single digit differs
080300001,preferences,candidate,26,Без,total=9 paper=1 machine=8,total=24 paper=8 machine=16,unknown_cause
080300001,preferences,candidate,28,101,total=0 paper=0 machine=0,total=5 paper=3 machine=2,likely_ocr: value missed (read as 0/empty)
080300001,preferences,candidate,28,102,total=2 paper=0 machine=2,total=1 paper=0 machine=1,likely_ocr: single digit differs
080300001,preferences,candidate,28,103,total=4 paper=3 machine=1,total=0 paper=0 machine=0,likely_ocr: phantom value (should be 0)
